7 лет ИТЛ, отбыв.: Магаданская обл., освоб. 19.05.1953;1
7 лет ИТЛ, отбыв.: Магадан, умерла 21.08.1952, в ИТЛ;1
7 лет ИТЛ, отбыв.: Магадан, Севвостлвг;1
7 лет ИТЛ, отбыв.: Лаготделение 1 г.Минск, освоб. 16.07.1954;1
7 лет ИТЛ, отбыв.: Ухто-Ижемскйи ИТЛ, умер 13.12.1949;1
7 лет ИТЛ, отбыв.: Хабаровский край, освоб. 31.07.1942;1
7 лет ИТЛ, отбыв.: Челябинская обл.;1
7 лет ИТЛ, отбыв.: Черногорский ИТЛ;1
7л ИТЛ, 3г п/п, замена на 5л ИТЛ, без п/п, отбыв.: Степаной лаг.Карагандинская обл., освоб. 26.03.1955;1
72 УК БССР;1
7 месяцев лишения свободы, отбыв.: Минский исправдом;1
7 лте ИТЛ, 5 лет п/п;1
7 лте ИТЛ;1
7 лнт ИТЛ;1
7л ИТЛ, 3г п/п, замена на 5л ИТЛ, отбыв.: Кировская обл.п-о Лесное, освоб. 07.08.1904;1
7 лет, отбыв.: Коми АССР, освоб. 11.11.1955;1
7 лет тюр.закл., 5 лет пораж.в пр., конфискация имущества, отбыв.: Томлаг, умер в ИТЛ 30.03.1943;1
7 лет ссылки, отбыв.: Сухобузимский р-н Красноярского края;1
7 лет лиш.св.;1
7 лет л.с., с пораж.в прав.на5лет;1
7 лет л.с., с пораж.в прав.на 5 ле, отбыв.: Мордовская АССР, п/я 385/7-11;1
7 лет л.с., с пораж.в прав.на 3год, конфискация имущества;1
7 лет, освоб. 29.12.1938;1
7лет ИТЛ и ссылка на спецпоселение, отбыв.: г.Магадан, Береговой лагерь МВД;1
